ablation,dataset,regime,split,seed,episodes,success,success_probability,mechanism_recall,coverage_false_negative,tail_failure,redundancy_rate,selection_cost,data_efficiency_proxy
minus_tail_gap_estimator,bimanual_manipulation,deformable_gap,combined_stress,3,84,0.5952,0.5227,0.579,0.0758,0.1486,0.1595,0.1855,0.5728
minus_tail_gap_estimator,bimanual_manipulation,deformable_gap,combined_stress,4,84,0.5595,0.5289,0.5883,0.0847,0.1485,0.1549,0.1855,0.5784
minus_tail_gap_estimator,bimanual_manipulation,deformable_gap,combined_stress,5,84,0.5,0.5422,0.5699,0.0833,0.1598,0.1514,0.1855,0.583
minus_tail_gap_estimator,bimanual_manipulation,deformable_gap,combined_stress,6,84,0.5714,0.5339,0.562,0.0814,0.1476,0.1508,0.1855,0.5696
minus_tail_gap_estimator,bimanual_manipulation,irreversible_side_effect_gap,combined_stress,0,84,0.5238,0.5216,0.5642,0.0749,0.1593,0.1483,0.1855,0.5874
minus_tail_gap_estimator,bimanual_manipulation,irreversible_side_effect_gap,combined_stress,1,84,0.5238,0.5265,0.5605,0.0736,0.1511,0.144,0.1855,0.5723
minus_tail_gap_estimator,bimanual_manipulation,irreversible_side_effect_gap,combined_stress,2,84,0.4643,0.5322,0.5711,0.0772,0.1482,0.139,0.1855,0.5913
minus_tail_gap_estimator,bimanual_manipulation,irreversible_side_effect_gap,combined_stress,3,84,0.5952,0.5279,0.5721,0.0832,0.1492,0.1528,0.1855,0.5803
minus_tail_gap_estimator,bimanual_manipulation,irreversible_side_effect_gap,combined_stress,4,84,0.5,0.5311,0.5593,0.0795,0.1545,0.1472,0.1855,0.5925
minus_tail_gap_estimator,bimanual_manipulation,irreversible_side_effect_gap,combined_stress,5,84,0.5476,0.5424,0.577,0.0734,0.1513,0.1476,0.1855,0.5648
minus_tail_gap_estimator,bimanual_manipulation,irreversible_side_effect_gap,combined_stress,6,84,0.6071,0.5323,0.5469,0.0763,0.1514,0.1391,0.1855,0.5695
minus_tail_gap_estimator,bimanual_manipulation,combined_coverage_gap,combined_stress,0,84,0.4762,0.518,0.5673,0.1031,0.1723,0.1474,0.1855,0.5764
minus_tail_gap_estimator,bimanual_manipulation,combined_coverage_gap,combined_stress,1,84,0.381,0.5071,0.559,0.1036,0.1726,0.1478,0.1855,0.575
minus_tail_gap_estimator,bimanual_manipulation,combined_coverage_gap,combined_stress,2,84,0.4881,0.5052,0.5786,0.1059,0.1703,0.1487,0.1855,0.5715
minus_tail_gap_estimator,bimanual_manipulation,combined_coverage_gap,combined_stress,3,84,0.5119,0.5132,0.5669,0.1011,0.1655,0.1516,0.1855,0.5739
minus_tail_gap_estimator,bimanual_manipulation,combined_coverage_gap,combined_stress,4,84,0.5119,0.5032,0.5769,0.096,0.1761,0.1499,0.1855,0.5811
minus_tail_gap_estimator,bimanual_manipulation,combined_coverage_gap,combined_stress,5,84,0.4048,0.4983,0.561,0.1021,0.1707,0.1513,0.1855,0.576
minus_tail_gap_estimator,bimanual_manipulation,combined_coverage_gap,combined_stress,6,84,0.5357,0.5096,0.5871,0.0938,0.1662,0.1405,0.1855,0.5729
minus_tail_gap_estimator,tactile_contact_rich,nominal_coverage,combined_stress,0,84,0.5,0.5663,0.591,0.0464,0.0633,0.1513,0.1855,0.579
minus_tail_gap_estimator,tactile_contact_rich,nominal_coverage,combined_stress,1,84,0.5119,0.574,0.567,0.0399,0.0569,0.1448,0.1855,0.5699
minus_tail_gap_estimator,tactile_contact_rich,nominal_coverage,combined_stress,2,84,0.5595,0.5657,0.5786,0.0464,0.0529,0.1418,0.1855,0.5754
minus_tail_gap_estimator,tactile_contact_rich,nominal_coverage,combined_stress,3,84,0.5357,0.5639,0.5728,0.0426,0.0569,0.148,0.1855,0.5473
minus_tail_gap_estimator,tactile_contact_rich,nominal_coverage,combined_stress,4,84,0.4762,0.5667,0.563,0.0472,0.0613,0.1455,0.1855,0.5643
minus_tail_gap_estimator,tactile_contact_rich,nominal_coverage,combined_stress,5,84,0.631,0.5684,0.5762,0.0417,0.0639,0.1495,0.1855,0.5761
minus_tail_gap_estimator,tactile_contact_rich,nominal_coverage,combined_stress,6,84,0.5357,0.5622,0.5697,0.0468,0.0567,0.1502,0.1855,0.5831
minus_tail_gap_estimator,tactile_contact_rich,contact_transition_gap,combined_stress,0,84,0.5714,0.5302,0.5799,0.1033,0.1448,0.1505,0.1855,0.5791
minus_tail_gap_estimator,tactile_contact_rich,contact_transition_gap,combined_stress,1,84,0.5714,0.5428,0.5556,0.0923,0.1526,0.144,0.1855,0.5606
minus_tail_gap_estimator,tactile_contact_rich,contact_transition_gap,combined_stress,2,84,0.4762,0.5193,0.5629,0.0936,0.1472,0.1558,0.1855,0.574
minus_tail_gap_estimator,tactile_contact_rich,contact_transition_gap,combined_stress,3,84,0.631,0.5412,0.5677,0.0933,0.1372,0.1466,0.1855,0.5684
minus_tail_gap_estimator,tactile_contact_rich,contact_transition_gap,combined_stress,4,84,0.4762,0.537,0.5609,0.092,0.1435,0.1521,0.1855,0.5753
minus_tail_gap_estimator,tactile_contact_rich,contact_transition_gap,combined_stress,5,84,0.4762,0.5331,0.5778,0.0905,0.1446,0.1408,0.1855,0.5777
minus_tail_gap_estimator,tactile_contact_rich,contact_transition_gap,combined_stress,6,84,0.5357,0.5284,0.5607,0.0906,0.144,0.154,0.1855,0.5746
minus_tail_gap_estimator,tactile_contact_rich,force_tactile_gap,combined_stress,0,84,0.4524,0.5154,0.5791,0.1015,0.1517,0.1537,0.1855,0.582
minus_tail_gap_estimator,tactile_contact_rich,force_tactile_gap,combined_stress,1,84,0.5476,0.5131,0.5569,0.1074,0.1438,0.1534,0.1855,0.5834
minus_tail_gap_estimator,tactile_contact_rich,force_tactile_gap,combined_stress,2,84,0.5,0.5216,0.5583,0.1004,0.1503,0.1471,0.1855,0.5899
minus_tail_gap_estimator,tactile_contact_rich,force_tactile_gap,combined_stress,3,84,0.4881,0.5202,0.5672,0.0993,0.1423,0.1463,0.1855,0.5776
minus_tail_gap_estimator,tactile_contact_rich,force_tactile_gap,combined_stress,4,84,0.6071,0.5163,0.565,0.1065,0.148,0.1513,0.1855,0.5727
minus_tail_gap_estimator,tactile_contact_rich,force_tactile_gap,combined_stress,5,84,0.4286,0.506,0.5634,0.095,0.1463,0.1541,0.1855,0.5671
minus_tail_gap_estimator,tactile_contact_rich,force_tactile_gap,combined_stress,6,84,0.619,0.5118,0.5659,0.1079,0.1495,0.1485,0.1855,0.583
minus_tail_gap_estimator,tactile_contact_rich,recovery_gap,combined_stress,0,84,0.4881,0.5112,0.571,0.1007,0.155,0.1467,0.1855,0.5755
minus_tail_gap_estimator,tactile_contact_rich,recovery_gap,combined_stress,1,84,0.5119,0.5176,0.578,0.109,0.1526,0.1532,0.1855,0.5689
minus_tail_gap_estimator,tactile_contact_rich,recovery_gap,combined_stress,2,84,0.4524,0.5198,0.5625,0.0868,0.1487,0.1439,0.1855,0.5876
minus_tail_gap_estimator,tactile_contact_rich,recovery_gap,combined_stress,3,84,0.4881,0.5228,0.5639,0.1028,0.158,0.1521,0.1855,0.5631
minus_tail_gap_estimator,tactile_contact_rich,recovery_gap,combined_stress,4,84,0.4643,0.5152,0.5801,0.1019,0.1426,0.1503,0.1855,0.5619
minus_tail_gap_estimator,tactile_contact_rich,recovery_gap,combined_stress,5,84,0.5952,0.51,0.581,0.0991,0.1482,0.1456,0.1855,0.576
minus_tail_gap_estimator,tactile_contact_rich,recovery_gap,combined_stress,6,84,0.5476,0.5192,0.5719,0.1003,0.1461,0.149,0.1855,0.5603
minus_tail_gap_estimator,tactile_contact_rich,deformable_gap,combined_stress,0,84,0.5714,0.5214,0.5506,0.0948,0.1558,0.1521,0.1855,0.5574
minus_tail_gap_estimator,tactile_contact_rich,deformable_gap,combined_stress,1,84,0.4524,0.5114,0.559,0.1087,0.1573,0.1523,0.1855,0.5734
minus_tail_gap_estimator,tactile_contact_rich,deformable_gap,combined_stress,2,84,0.5238,0.5216,0.5627,0.1,0.1557,0.1506,0.1855,0.5723
minus_tail_gap_estimator,tactile_contact_rich,deformable_gap,combined_stress,3,84,0.5119,0.5221,0.5562,0.1022,0.1514,0.1465,0.1855,0.5778
minus_tail_gap_estimator,tactile_contact_rich,deformable_gap,combined_stress,4,84,0.4286,0.5141,0.5728,0.0988,0.1555,0.1465,0.1855,0.5876
minus_tail_gap_estimator,tactile_contact_rich,deformable_gap,combined_stress,5,84,0.4405,0.5083,0.5577,0.0971,0.1514,0.1431,0.1855,0.5755
minus_tail_gap_estimator,tactile_contact_rich,deformable_gap,combined_stress,6,84,0.4881,0.5248,0.5618,0.1032,0.1524,0.1495,0.1855,0.5892
minus_tail_gap_estimator,tactile_contact_rich,irreversible_side_effect_gap,combined_stress,0,84,0.5238,0.5169,0.579,0.0942,0.1573,0.145,0.1855,0.5751
minus_tail_gap_estimator,tactile_contact_rich,irreversible_side_effect_gap,combined_stress,1,84,0.5357,0.5235,0.569,0.1028,0.1557,0.1505,0.1855,0.5855
minus_tail_gap_estimator,tactile_contact_rich,irreversible_side_effect_gap,combined_stress,2,84,0.3929,0.5077,0.5884,0.0892,0.1498,0.1474,0.1855,0.5704
minus_tail_gap_estimator,tactile_contact_rich,irreversible_side_effect_gap,combined_stress,3,84,0.5714,0.5214,0.5709,0.0982,0.1588,0.151,0.1855,0.5724
minus_tail_gap_estimator,tactile_contact_rich,irreversible_side_effect_gap,combined_stress,4,84,0.5714,0.5038,0.5639,0.1035,0.1595,0.1537,0.1855,0.5808
minus_tail_gap_estimator,tactile_contact_rich,irreversible_side_effect_gap,combined_stress,5,84,0.369,0.5092,0.5675,0.0886,0.1521,0.1457,0.1855,0.5804
minus_tail_gap_estimator,tactile_contact_rich,irreversible_side_effect_gap,combined_stress,6,84,0.5119,0.5092,0.5715,0.0993,0.1567,0.1537,0.1855,0.5664
minus_tail_gap_estimator,tactile_contact_rich,combined_coverage_gap,combined_stress,0,84,0.619,0.494,0.5739,0.1398,0.1643,0.1453,0.1855,0.5664
minus_tail_gap_estimator,tactile_contact_rich,combined_coverage_gap,combined_stress,1,84,0.5238,0.4842,0.5539,0.1321,0.1824,0.1435,0.1855,0.5696
minus_tail_gap_estimator,tactile_contact_rich,combined_coverage_gap,combined_stress,2,84,0.5833,0.4853,0.5764,0.1324,0.1759,0.1553,0.1855,0.5718
minus_tail_gap_estimator,tactile_contact_rich,combined_coverage_gap,combined_stress,3,84,0.5833,0.4857,0.5727,0.1244,0.1711,0.1484,0.1855,0.5711
minus_tail_gap_estimator,tactile_contact_rich,combined_coverage_gap,combined_stress,4,84,0.4524,0.4917,0.5822,0.131,0.1745,0.1492,0.1855,0.5788
minus_tail_gap_estimator,tactile_contact_rich,combined_coverage_gap,combined_stress,5,84,0.5119,0.4852,0.5575,0.1238,0.1797,0.1495,0.1855,0.5807
minus_tail_gap_estimator,tactile_contact_rich,combined_coverage_gap,combined_stress,6,84,0.5238,0.4901,0.5778,0.1258,0.1686,0.1459,0.1855,0.5775
minus_tail_gap_estimator,deformable_objects,nominal_coverage,combined_stress,0,84,0.6786,0.5667,0.5691,0.0596,0.0596,0.1464,0.1855,0.5902
minus_tail_gap_estimator,deformable_objects,nominal_coverage,combined_stress,1,84,0.6071,0.5669,0.5858,0.0402,0.0709,0.1486,0.1855,0.5778
minus_tail_gap_estimator,deformable_objects,nominal_coverage,combined_stress,2,84,0.6905,0.5662,0.5765,0.0445,0.0624,0.1513,0.1855,0.5723
minus_tail_gap_estimator,deformable_objects,nominal_coverage,combined_stress,3,84,0.5357,0.5613,0.5556,0.0467,0.0595,0.1421,0.1855,0.5637
minus_tail_gap_estimator,deformable_objects,nominal_coverage,combined_stress,4,84,0.5714,0.5719,0.5689,0.048,0.0568,0.1506,0.1855,0.5743
minus_tail_gap_estimator,deformable_objects,nominal_coverage,combined_stress,5,84,0.619,0.5605,0.5785,0.0434,0.063,0.154,0.1855,0.5683
minus_tail_gap_estimator,deformable_objects,nominal_coverage,combined_stress,6,84,0.5476,0.5538,0.5608,0.0491,0.0688,0.1537,0.1855,0.5763
minus_tail_gap_estimator,deformable_objects,contact_transition_gap,combined_stress,0,84,0.4881,0.5242,0.5832,0.0871,0.1391,0.1415,0.1855,0.5926
minus_tail_gap_estimator,deformable_objects,contact_transition_gap,combined_stress,1,84,0.5476,0.5258,0.5748,0.0869,0.142,0.1551,0.1855,0.5745
minus_tail_gap_estimator,deformable_objects,contact_transition_gap,combined_stress,2,84,0.5119,0.5202,0.5682,0.0801,0.1359,0.1433,0.1855,0.5834
minus_tail_gap_estimator,deformable_objects,contact_transition_gap,combined_stress,3,84,0.5476,0.5293,0.5704,0.0869,0.1496,0.1508,0.1855,0.593
minus_tail_gap_estimator,deformable_objects,contact_transition_gap,combined_stress,4,84,0.5357,0.5257,0.5615,0.0889,0.1455,0.1506,0.1855,0.5742
minus_tail_gap_estimator,deformable_objects,contact_transition_gap,combined_stress,5,84,0.4643,0.5185,0.5704,0.0924,0.1384,0.1486,0.1855,0.5701
minus_tail_gap_estimator,deformable_objects,contact_transition_gap,combined_stress,6,84,0.5,0.5356,0.5633,0.0821,0.1336,0.147,0.1855,0.5989
minus_tail_gap_estimator,deformable_objects,force_tactile_gap,combined_stress,0,84,0.4286,0.5144,0.5761,0.0919,0.1463,0.1448,0.1855,0.5718
minus_tail_gap_estimator,deformable_objects,force_tactile_gap,combined_stress,1,84,0.4881,0.5153,0.5767,0.086,0.1509,0.1515,0.1855,0.5875
minus_tail_gap_estimator,deformable_objects,force_tactile_gap,combined_stress,2,84,0.5119,0.5252,0.5664,0.0991,0.1484,0.147,0.1855,0.574
minus_tail_gap_estimator,deformable_objects,force_tactile_gap,combined_stress,3,84,0.5357,0.5171,0.5682,0.085,0.1419,0.1439,0.1855,0.5761
minus_tail_gap_estimator,deformable_objects,force_tactile_gap,combined_stress,4,84,0.5714,0.5193,0.5712,0.0961,0.1475,0.1518,0.1855,0.5761
minus_tail_gap_estimator,deformable_objects,force_tactile_gap,combined_stress,5,84,0.4881,0.5144,0.5778,0.0777,0.1476,0.1569,0.1855,0.5703
minus_tail_gap_estimator,deformable_objects,force_tactile_gap,combined_stress,6,84,0.4643,0.5132,0.5678,0.0819,0.1489,0.1478,0.1855,0.5834
minus_tail_gap_estimator,deformable_objects,recovery_gap,combined_stress,0,84,0.5595,0.5055,0.5922,0.0968,0.1522,0.1386,0.1855,0.5938
minus_tail_gap_estimator,deformable_objects,recovery_gap,combined_stress,1,84,0.5476,0.4986,0.5646,0.0989,0.1575,0.1457,0.1855,0.5719
minus_tail_gap_estimator,deformable_objects,recovery_gap,combined_stress,2,84,0.5476,0.5051,0.5708,0.1043,0.1628,0.1471,0.1855,0.5786
minus_tail_gap_estimator,deformable_objects,recovery_gap,combined_stress,3,84,0.4881,0.4984,0.5634,0.0999,0.1564,0.1482,0.1855,0.5816
minus_tail_gap_estimator,deformable_objects,recovery_gap,combined_stress,4,84,0.619,0.5112,0.569,0.0956,0.1517,0.1538,0.1855,0.5766
minus_tail_gap_estimator,deformable_objects,recovery_gap,combined_stress,5,84,0.4524,0.5124,0.5633,0.0922,0.1488,0.1501,0.1855,0.5797
minus_tail_gap_estimator,deformable_objects,recovery_gap,combined_stress,6,84,0.5833,0.5121,0.5746,0.0841,0.1613,0.151,0.1855,0.5807
minus_tail_gap_estimator,deformable_objects,deformable_gap,combined_stress,0,84,0.4524,0.5026,0.5769,0.1033,0.1603,0.1468,0.1855,0.5806
minus_tail_gap_estimator,deformable_objects,deformable_gap,combined_stress,1,84,0.5,0.4924,0.5586,0.1212,0.1599,0.1521,0.1855,0.5742
minus_tail_gap_estimator,deformable_objects,deformable_gap,combined_stress,2,84,0.4524,0.4936,0.5648,0.1113,0.1559,0.1538,0.1855,0.5852
minus_tail_gap_estimator,deformable_objects,deformable_gap,combined_stress,3,84,0.4048,0.4885,0.5718,0.1112,0.1626,0.145,0.1855,0.5829
minus_tail_gap_estimator,deformable_objects,deformable_gap,combined_stress,4,84,0.5,0.4956,0.5587,0.1153,0.1584,0.1479,0.1855,0.5843
minus_tail_gap_estimator,deformable_objects,deformable_gap,combined_stress,5,84,0.4643,0.4848,0.5639,0.1087,0.162,0.1487,0.1855,0.5823
minus_tail_gap_estimator,deformable_objects,deformable_gap,combined_stress,6,84,0.5595,0.5002,0.583,0.1111,0.161,0.1422,0.1855,0.567
minus_tail_gap_estimator,deformable_objects,irreversible_side_effect_gap,combined_stress,0,84,0.5238,0.5001,0.5515,0.0894,0.1563,0.153,0.1855,0.5887
minus_tail_gap_estimator,deformable_objects,irreversible_side_effect_gap,combined_stress,1,84,0.5357,0.5106,0.5749,0.0944,0.1569,0.144,0.1855,0.5684
minus_tail_gap_estimator,deformable_objects,irreversible_side_effect_gap,combined_stress,2,84,0.5595,0.511,0.5619,0.0898,0.1583,0.1518,0.1855,0.5705
minus_tail_gap_estimator,deformable_objects,irreversible_side_effect_gap,combined_stress,3,84,0.5,0.5191,0.5605,0.0943,0.1627,0.1497,0.1855,0.5868
minus_tail_gap_estimator,deformable_objects,irreversible_side_effect_gap,combined_stress,4,84,0.5595,0.4982,0.571,0.0947,0.151,0.1441,0.1855,0.5663
minus_tail_gap_estimator,deformable_objects,irreversible_side_effect_gap,combined_stress,5,84,0.4881,0.5051,0.5696,0.0918,0.1612,0.1397,0.1855,0.5647
minus_tail_gap_estimator,deformable_objects,irreversible_side_effect_gap,combined_stress,6,84,0.5714,0.5063,0.5616,0.108,0.1541,0.1518,0.1855,0.5771
minus_tail_gap_estimator,deformable_objects,combined_coverage_gap,combined_stress,0,84,0.4524,0.467,0.5565,0.1266,0.1821,0.1451,0.1855,0.5796
minus_tail_gap_estimator,deformable_objects,combined_coverage_gap,combined_stress,1,84,0.369,0.4647,0.5899,0.1352,0.1742,0.1479,0.1855,0.5787
minus_tail_gap_estimator,deformable_objects,combined_coverage_gap,combined_stress,2,84,0.4881,0.4727,0.5432,0.1256,0.1688,0.148,0.1855,0.5782
minus_tail_gap_estimator,deformable_objects,combined_coverage_gap,combined_stress,3,84,0.4881,0.4729,0.5622,0.1294,0.1735,0.1512,0.1855,0.5634
minus_tail_gap_estimator,deformable_objects,combined_coverage_gap,combined_stress,4,84,0.4286,0.4782,0.5661,0.1281,0.1694,0.1499,0.1855,0.5707
minus_tail_gap_estimator,deformable_objects,combined_coverage_gap,combined_stress,5,84,0.4405,0.4711,0.5791,0.1284,0.1725,0.1427,0.1855,0.5716
minus_tail_gap_estimator,deformable_objects,combined_coverage_gap,combined_stress,6,84,0.5357,0.4712,0.5457,0.1167,0.1758,0.1485,0.1855,0.5814
failure_prediction_only,single_arm_tabletop,nominal_coverage,combined_stress,0,84,0.5714,0.5649,0.4628,0.0353,0.0553,0.1812,0.2715,0.5244
failure_prediction_only,single_arm_tabletop,nominal_coverage,combined_stress,1,84,0.619,0.5675,0.4776,0.0301,0.0555,0.1811,0.2715,0.5108
failure_prediction_only,single_arm_tabletop,nominal_coverage,combined_stress,2,84,0.5952,0.5681,0.4995,0.0265,0.0473,0.1779,0.2715,0.5247
failure_prediction_only,single_arm_tabletop,nominal_coverage,combined_stress,3,84,0.5833,0.5614,0.4864,0.0245,0.05,0.1762,0.2715,0.5101
failure_prediction_only,single_arm_tabletop,nominal_coverage,combined_stress,4,84,0.5595,0.566,0.5016,0.0278,0.055,0.1747,0.2715,0.5043
failure_prediction_only,single_arm_tabletop,nominal_coverage,combined_stress,5,84,0.631,0.5626,0.493,0.0207,0.0509,0.1804,0.2715,0.5038
failure_prediction_only,single_arm_tabletop,nominal_coverage,combined_stress,6,84,0.6429,0.5665,0.481,0.0289,0.0535,0.1735,0.2715,0.5168
failure_prediction_only,single_arm_tabletop,contact_transition_gap,combined_stress,0,84,0.5238,0.5285,0.4765,0.0711,0.0995,0.1776,0.2715,0.5118
failure_prediction_only,single_arm_tabletop,contact_transition_gap,combined_stress,1,84,0.6667,0.5286,0.4847,0.0709,0.1013,0.1806,0.2715,0.5135
failure_prediction_only,single_arm_tabletop,contact_transition_gap,combined_stress,2,84,0.4643,0.5184,0.4855,0.0705,0.1004,0.18,0.2715,0.5062
failure_prediction_only,single_arm_tabletop,contact_transition_gap,combined_stress,3,84,0.4643,0.5296,0.4696,0.0689,0.0931,0.1819,0.2715,0.5109
failure_prediction_only,single_arm_tabletop,contact_transition_gap,combined_stress,4,84,0.5119,0.5435,0.4909,0.067,0.0967,0.1737,0.2715,0.5066
failure_prediction_only,single_arm_tabletop,contact_transition_gap,combined_stress,5,84,0.5476,0.5347,0.5063,0.0681,0.1034,0.1802,0.2715,0.5017
failure_prediction_only,single_arm_tabletop,contact_transition_gap,combined_stress,6,84,0.4881,0.5325,0.4622,0.0616,0.0983,0.1736,0.2715,0.5249
failure_prediction_only,single_arm_tabletop,force_tactile_gap,combined_stress,0,84,0.5833,0.5257,0.4833,0.0717,0.1084,0.1795,0.2715,0.5075
failure_prediction_only,single_arm_tabletop,force_tactile_gap,combined_stress,1,84,0.5119,0.5345,0.4791,0.0754,0.1074,0.1801,0.2715,0.4963
failure_prediction_only,single_arm_tabletop,force_tactile_gap,combined_stress,2,84,0.5357,0.5361,0.4744,0.0699,0.1026,0.1733,0.2715,0.5116
failure_prediction_only,single_arm_tabletop,force_tactile_gap,combined_stress,3,84,0.5238,0.539,0.4862,0.0711,0.0958,0.1763,0.2715,0.5136
failure_prediction_only,single_arm_tabletop,force_tactile_gap,combined_stress,4,84,0.4405,0.5308,0.478,0.0664,0.1019,0.1837,0.2715,0.5073
failure_prediction_only,single_arm_tabletop,force_tactile_gap,combined_stress,5,84,0.6071,0.5481,0.4807,0.0699,0.0978,0.1698,0.2715,0.5181
failure_prediction_only,single_arm_tabletop,force_tactile_gap,combined_stress,6,84,0.4762,0.5392,0.484,0.0692,0.103,0.1804,0.2715,0.5192
failure_prediction_only,single_arm_tabletop,recovery_gap,combined_stress,0,84,0.5357,0.5362,0.4925,0.063,0.1102,0.1781,0.2715,0.5067
failure_prediction_only,single_arm_tabletop,recovery_gap,combined_stress,1,84,0.4643,0.5336,0.475,0.066,0.103,0.1823,0.2715,0.5229
failure_prediction_only,single_arm_tabletop,recovery_gap,combined_stress,2,84,0.631,0.5322,0.4713,0.0749,0.0951,0.1828,0.2715,0.5208
failure_prediction_only,single_arm_tabletop,recovery_gap,combined_stress,3,84,0.5357,0.5164,0.4685,0.0705,0.0999,0.1758,0.2715,0.5343
failure_prediction_only,single_arm_tabletop,recovery_gap,combined_stress,4,84,0.5357,0.5363,0.4829,0.0721,0.1,0.1762,0.2715,0.4996
failure_prediction_only,single_arm_tabletop,recovery_gap,combined_stress,5,84,0.4643,0.5324,0.4797,0.0707,0.1017,0.1803,0.2715,0.5052
failure_prediction_only,single_arm_tabletop,recovery_gap,combined_stress,6,84,0.6071,0.527,0.4895,0.0691,0.1065,0.1747,0.2715,0.5143
failure_prediction_only,single_arm_tabletop,deformable_gap,combined_stress,0,84,0.5238,0.5259,0.4813,0.0719,0.1085,0.1809,0.2715,0.5056
failure_prediction_only,single_arm_tabletop,deformable_gap,combined_stress,1,84,0.5357,0.536,0.4727,0.0752,0.1085,0.1706,0.2715,0.5141
failure_prediction_only,single_arm_tabletop,deformable_gap,combined_stress,2,84,0.5357,0.5252,0.4814,0.0724,0.109,0.1802,0.2715,0.5077
failure_prediction_only,single_arm_tabletop,deformable_gap,combined_stress,3,84,0.5,0.5467,0.4959,0.0686,0.108,0.1766,0.2715,0.5067
failure_prediction_only,single_arm_tabletop,deformable_gap,combined_stress,4,84,0.5714,0.5337,0.4936,0.0619,0.1058,0.181,0.2715,0.5026
failure_prediction_only,single_arm_tabletop,deformable_gap,combined_stress,5,84,0.4643,0.5187,0.4894,0.0782,0.1063,0.175,0.2715,0.516
failure_prediction_only,single_arm_tabletop,deformable_gap,combined_stress,6,84,0.5595,0.5402,0.4675,0.0682,0.1061,0.1725,0.2715,0.5178
failure_prediction_only,single_arm_tabletop,irreversible_side_effect_gap,combined_stress,0,84,0.5833,0.5304,0.485,0.0801,0.1059,0.1719,0.2715,0.5075
failure_prediction_only,single_arm_tabletop,irreversible_side_effect_gap,combined_stress,1,84,0.381,0.5283,0.4926,0.0642,0.1102,0.174,0.2715,0.5089
failure_prediction_only,single_arm_tabletop,irreversible_side_effect_gap,combined_stress,2,84,0.5357,0.525,0.4814,0.0682,0.107,0.1776,0.2715,0.5038
failure_prediction_only,single_arm_tabletop,irreversible_side_effect_gap,combined_stress,3,84,0.5238,0.5361,0.4713,0.0692,0.1036,0.1751,0.2715,0.5133
failure_prediction_only,single_arm_tabletop,irreversible_side_effect_gap,combined_stress,4,84,0.5119,0.5283,0.4812,0.0706,0.1045,0.1852,0.2715,0.5114
failure_prediction_only,single_arm_tabletop,irreversible_side_effect_gap,combined_stress,5,84,0.5357,0.5353,0.4831,0.0639,0.1029,0.1786,0.2715,0.5238
failure_prediction_only,single_arm_tabletop,irreversible_side_effect_gap,combined_stress,6,84,0.5119,0.5311,0.4846,0.066,0.1084,0.178,0.2715,0.5156
failure_prediction_only,single_arm_tabletop,combined_coverage_gap,combined_stress,0,84,0.5476,0.5135,0.481,0.0859,0.1199,0.1743,0.2715,0.5087
failure_prediction_only,single_arm_tabletop,combined_coverage_gap,combined_stress,1,84,0.4881,0.5197,0.49,0.0944,0.1262,0.1783,0.2715,0.5138
failure_prediction_only,single_arm_tabletop,combined_coverage_gap,combined_stress,2,84,0.5238,0.5177,0.4898,0.0958,0.1126,0.1775,0.2715,0.5136
failure_prediction_only,single_arm_tabletop,combined_coverage_gap,combined_stress,3,84,0.5476,0.5142,0.4945,0.0981,0.12,0.1803,0.2715,0.5051
failure_prediction_only,single_arm_tabletop,combined_coverage_gap,combined_stress,4,84,0.4762,0.5132,0.4837,0.0917,0.1161,0.1823,0.2715,0.5008
failure_prediction_only,single_arm_tabletop,combined_coverage_gap,combined_stress,5,84,0.4762,0.5015,0.4858,0.0935,0.1104,0.1753,0.2715,0.5096
failure_prediction_only,single_arm_tabletop,combined_coverage_gap,combined_stress,6,84,0.5238,0.5147,0.4914,0.0841,0.109,0.1681,0.2715,0.5273
failure_prediction_only,mobile_manipulation,nominal_coverage,combined_stress,0,84,0.5476,0.5673,0.498,0.027,0.0477,0.1777,0.2715,0.496
failure_prediction_only,mobile_manipulation,nominal_coverage,combined_stress,1,84,0.5,0.5475,0.478,0.0261,0.0497,0.1772,0.2715,0.5181
failure_prediction_only,mobile_manipulation,nominal_coverage,combined_stress,2,84,0.631,0.5647,0.4788,0.0253,0.056,0.1721,0.2715,0.5189
failure_prediction_only,mobile_manipulation,nominal_coverage,combined_stress,3,84,0.5119,0.544,0.4852,0.0266,0.0539,0.1787,0.2715,0.5037
failure_prediction_only,mobile_manipulation,nominal_coverage,combined_stress,4,84,0.3929,0.5545,0.494,0.0382,0.0535,0.1766,0.2715,0.5196
failure_prediction_only,mobile_manipulation,nominal_coverage,combined_stress,5,84,0.5238,0.5504,0.4935,0.0322,0.0499,0.176,0.2715,0.5232
failure_prediction_only,mobile_manipulation,nominal_coverage,combined_stress,6,84,0.5119,0.5526,0.4729,0.0283,0.0453,0.1792,0.2715,0.5128
failure_prediction_only,mobile_manipulation,contact_transition_gap,combined_stress,0,84,0.5238,0.5145,0.48,0.0738,0.0955,0.1746,0.2715,0.5033
failure_prediction_only,mobile_manipulation,contact_transition_gap,combined_stress,1,84,0.4762,0.5139,0.481,0.0698,0.1103,0.1754,0.2715,0.5082
failure_prediction_only,mobile_manipulation,contact_transition_gap,combined_stress,2,84,0.5714,0.5199,0.4794,0.0806,0.1026,0.1832,0.2715,0.4996
failure_prediction_only,mobile_manipulation,contact_transition_gap,combined_stress,3,84,0.4881,0.5198,0.4959,0.0705,0.1044,0.1785,0.2715,0.5147
